line,time,time_to_next_bus
Q48,540,9.45
Q48,600,8.45
Q48,660,7.45
Q48,720,6.45
Q48,780,5.45
Q48,840,4.45
Q48,900,3.45
Q48,960,2.45
Q48,1020,1.45
Q48,1080,0.45
Q48,1260,3.216666666666667
Q48,1320,2.216666666666667
Q48,1380,1.2166666666666666
Q48,1440,0.21666666666666667
Q48,1080,9.5
Q48,1140,8.5
Q48,1200,7.5
Q48,1260,6.5
Q48,1320,5.5
Q48,1380,4.5
Q48,1440,3.5
Q48,1500,2.5
Q48,1560,1.5
Q48,1620,0.5
